triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
281,relation,Disability,is associated with,Outcome Score,[inferred] cluster completion,accept_direct,,,,,Disability is associated with Outcome Score as both are relevant in assessing the impact of brain injuries on daily living activities.,0.9,,,
282,relation,Disability,is influenced by,GCS Assessment,[inferred] cluster completion,revise,4.4,Disability,hasClinicalAssessment,GCS Assessment,"The relation 'is influenced by' is not appropriate; 'Disability' should be assessed by 'GCS Assessment', suggesting 'hasClinicalAssessment' instead.",0.85,"The relation 'is influenced by' is incorrect; 'Disability' should be assessed by 'GCS Assessment', thus 'hasClinicalAssessment' is appropriate.",1.0,
283,relation,GCS Assessment,is associated with,Pupil Assessment,[inferred] cluster completion,accept_direct,,,,,GCS Assessment is associated with Pupil Assessment as both are clinical assessments related to neurological status.,0.9,,,
284,relation,GOSe Outcome,relates to clinical outcome,Outcome Score,[inferred] cluster completion,revise,4.5,GOSe Outcome,affectsOutcome,Outcome Score,The relation 'relates to clinical outcome' should be replaced with 'affectsOutcome' as it directly connects 'GOSe Outcome' and 'Outcome Score' in the context of clinical outcomes.,0.85,The relation 'relates to clinical outcome' should be replaced with 'affectsOutcome' as it directly connects 'GOSe Outcome' and 'Outcome Score' in the context of clinical outcomes.,1.0,
285,relation,Motor Impairment,is associated with,Disability,[inferred] cluster completion,accept_direct,,,,,"Motor Impairment is associated with Disability, as both are relevant clinical concepts in brain injury assessment.",0.9,,,
286,relation,Motor Impairment,is influenced by,GCS Assessment,[inferred] cluster completion,accept_indirect,,,,,Motor Impairment is influenced by GCS Assessment indirectly through the assessment of neurological status affecting motor function.,0.8,,,
287,relation,Outcome Score,predicts outcome,GOSe Outcome,[inferred] cluster completion,revise,4.4,Outcome Score,affectsOutcome,GOSe Outcome,The relation 'predicts outcome' is not a valid BrainIT relation; it should be 'affectsOutcome' as both classes are outcomes.,0.85,The relation 'predicts outcome' is incorrect; it should be 'affectsOutcome' as both are outcome measures.,1.0,
288,relation,Outcome Score,is associated with,Disability,[inferred] cluster completion,accept_indirect,,,,,"Outcome Score indirectly assesses Disability through the relationship of evaluating neurological outcomes, which involves multiple intermediate concepts related to brain injury assessment.",0.7,,,low_evidence
289,relation,Pupil Assessment,is associated with,GCS Assessment,[inferred] cluster completion,accept_direct,,,,,Pupil Assessment is associated with GCS Assessment as both are clinical assessments related to neurological status.,0.9,,,
290,relation,CPP,is influenced by,ICP,[inferred] cluster completion,accept_direct,,,,,The relationship 'CPP is influenced by ICP' is clinically valid as ICP directly affects cerebral perfusion pressure in neurointensive care.,0.95,,,
291,relation,CPP,calculates,Mean Cerebral Perfusion Pressure,[inferred] cluster completion,revise,4.5,CPP,isMonitoredBy,Mean Cerebral Perfusion Pressure,The relation 'calculates' is not valid; it should be 'isMonitoredBy' since CPP is a parameter monitored by Mean Cerebral Perfusion Pressure.,0.9,"CPP is a parameter monitored by Mean Cerebral Perfusion Pressure, so the relation should be isMonitoredBy.",1.0,
292,relation,Intracranial Hypertension,is a condition of,ICP,[inferred] cluster completion,accept_direct,,,,,The triple 'Intracranial Hypertension is a condition of ICP' holds directly as ICP is a critical parameter related to the condition of Intracranial Hypertension.,0.95,,,
293,relation,Mean Cerebral Perfusion Pressure,is influenced by,ICP,[inferred] cluster completion,accept_direct,,,,,"Mean Cerebral Perfusion Pressure is influenced by ICP, which is a valid relationship in neurointensive care.",0.9,,,
294,relation,Pressure Reactivity Index (PRx),assesses,ICP,[inferred] cluster completion,accept_direct,,,,,The triple 'Pressure Reactivity Index (PRx) assesses ICP' is semantically correct as PRx is used to evaluate the brain's ability to regulate blood flow in relation to ICP.,0.95,,,
295,relation,Carbon Dioxide,is monitored by,Partial Pressure of Carbon Dioxide,[inferred] cluster completion,accept_direct,,,,,The relationship 'Carbon Dioxide is monitored by Partial Pressure of Carbon Dioxide' is semantically correct as both are related to respiratory function monitoring.,0.9,,,
296,relation,Carbon Dioxide,is associated with,Ventilation,[inferred] cluster completion,accept_direct,,,,,The relationship 'Carbon Dioxide is associated with Ventilation' is clinically valid as carbon dioxide levels are monitored to manage ventilation settings.,0.9,,,
297,relation,End-tidal Carbon Dioxide,assesses,Ventilation,[inferred] cluster completion,accept_direct,,,,,End-tidal Carbon Dioxide assesses Ventilation directly as it measures the effectiveness of ventilation management.,0.95,,,
298,relation,End-tidal Carbon Dioxide,is measured by,Sensor,[inferred] cluster completion,accept_direct,,,,,End-tidal Carbon Dioxide is measured by Sensor is a valid direct relationship as both classes are correctly defined in the context of monitoring physiological parameters.,0.95,,,
299,relation,Partial Pressure of Carbon Dioxide,is influenced by,Ventilation,[inferred] cluster completion,accept_direct,,,,,"Partial Pressure of Carbon Dioxide is influenced by Ventilation, as ventilation settings directly affect carbon dioxide levels in the blood.",0.95,,,
300,hierarchy,Decompressive Craniectomy,subClassOf,Surgical Procedure,Decompressive craniectomy (DC) is a surgical technique originally described by Kocher in 1901.,accept_direct,,,,,Decompressive Craniectomy is a valid subclass of Surgical Procedure as it is a recognized neurosurgical intervention in the neurointensive care context.,1.0,,,
301,hierarchy,Secondary Insult,subClassOf,Insult,One of the most critical types of systemic secondary insult is arterial hypotension.,accept_direct,,,,,The triple 'Secondary Insult subClassOf Insult' is semantically correct as 'Secondary Insult' is a subclass of 'Insult' in the neurointensive care context.,1.0,,,
302,hierarchy,Vasopressors,subClassOf,Baseline Therapy,[inferred] Vasopressors is a subclass of Baseline Therapy (deterministic hierarchy checklist).,reject,,,,,"Vasopressors is not a subclass of Baseline Therapy; it is a specific type of Secondary Insult Therapy used to manage blood pressure, not standard ICU therapy.",0.9,,,
303,hierarchy,Secondary Insult,subClassOf,Condition,[inferred] Secondary Insult is a subclass of Condition (deterministic hierarchy checklist).,reject,,,,,"The triple states that Secondary Insult is a subclass of Condition, but Condition is a generic superclass for all medical conditions, not specifically for secondary insults.",0.85,,,
304,hierarchy,Core Monitoring Parameter,subClassOf,Monitoring Data,[inferred] Chain-of-Layer: Core Monitoring Parameter is organized under Monitoring Data,accept_direct,,,,,Core Monitoring Parameter is a subclass of Monitoring Data as per the defined hierarchy in the BrainIT ontology.,1.0,,,
305,hierarchy,Heart Rate,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Heart Rate is organized under Core Monitoring Parameter,accept_direct,,,,,Heart Rate is a subclass of Core Monitoring Parameter as defined in the ontology.,1.0,,,
306,hierarchy,Mean Arterial Pressure (MAP),subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Arterial Pressure (MAP) is organized under Core Monitoring Parameter,accept_direct,,,,,Mean Arterial Pressure (MAP) is a subclass of Core Monitoring Parameter as per the established hierarchy in the BrainIT ontology.,1.0,,,
307,hierarchy,Mean Intracranial Pressure,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Intracranial Pressure is organized under Core Monitoring Parameter,accept_direct,,,,,Mean Intracranial Pressure is a specific measure that directly falls under the category of Core Monitoring Parameter.,1.0,,,
308,hierarchy,Mean Cerebral Perfusion Pressure,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Cerebral Perfusion Pressure is organized under Core Monitoring Parameter,revise,4.1,Mean Cerebral Perfusion Pressure,subClassOf,Physiological Data,"Mean Cerebral Perfusion Pressure should be a subclass of Physiological Data instead of Core Monitoring Parameter, as it is a derived parameter related to cerebral perfusion.",0.9,Mean Cerebral Perfusion Pressure should be a subclass of Physiological Data as it relates to cerebral perfusion.,1.0,
309,hierarchy,Pressure Reactivity Index (PRx),subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Pressure Reactivity Index (PRx) is organized under Core Monitoring Parameter,accept_direct,,,,,Pressure Reactivity Index (PRx) is a subclass of Core Monitoring Parameter as per the established hierarchy in the domain context.,1.0,,,
310,hierarchy,Monitoring Time,subClassOf,Monitoring Data,[inferred] Chain-of-Layer: Monitoring Time is organized under Monitoring Data,accept_direct,,,,,"Monitoring Time is a subclass of Monitoring Data, which aligns with the hierarchy structure in the domain context.",1.0,,,
311,hierarchy,Baseline Therapy,subClassOf,Therapy,[inferred] Chain-of-Layer: Baseline Therapy is organized under Therapy,accept_direct,,,,,The triple 'Baseline Therapy subClassOf Therapy' is semantically correct as Baseline Therapy is a subclass of the top-level class Therapy in the BrainIT ontology.,1.0,,,
312,hierarchy,Barbiturates,subClassOf,Secondary Insult Therapy,[inferred] Chain-of-Layer: Barbiturates is organized under Baseline Therapy,revise,4.9,Barbiturates,subClassOf,Baseline Therapy,"Barbiturates is a subclass of Baseline Therapy, not Secondary Insult Therapy; the relation should be subClassOf instead of the current hierarchy.",0.9,"Barbiturates is a subclass of Baseline Therapy as per the domain context, so the relation should be subClassOf.",1.0,
313,hierarchy,Traumatic Brain Injury,subClassOf,Condition,[inferred] Chain-of-Layer: Traumatic Brain Injury is organized under Condition,reject,,,,,"The definition of 'Condition' incorrectly describes a type of stroke, while 'Traumatic Brain Injury' is a distinct condition; thus, the subclass relationship is semantically incorrect.",0.9,,,
314,hierarchy,Sepsis,subClassOf,Condition,[inferred] Chain-of-Layer: Sepsis is organized under Condition,reject,,,,,"Sepsis is not a subclass of Condition; the definition provided incorrectly describes Condition as a type of stroke, which is not accurate.",0.9,,,
315,hierarchy,Septic Shock,subClassOf,Condition,[inferred] Chain-of-Layer: Septic Shock is organized under Condition,reject,,,,,"Septic Shock is not a subclass of Condition as defined; Condition refers specifically to types of stroke, which does not include Septic Shock.",0.7,,,low_evidence
316,hierarchy,GCS Assessment,subClassOf,Clinical Assessment,[inferred] Chain-of-Layer: GCS Assessment is organized under Outcome,accept_direct,,,,,"GCS Assessment is a specific type of Clinical Assessment, confirming the subclass relationship.",0.95,,,
317,hierarchy,Guideline Adherence,subClassOf,Guideline,[inferred] Chain-of-Layer: Guideline Adherence is organized under Guideline,revise,4.1,Guideline Adherence,subClassOf,Clinical Practice,The relation 'subClassOf' is incorrect; 'Guideline Adherence' should be a subclass of 'Clinical Practice' instead of 'Guideline'.,0.9,"Guideline Adherence should be a subclass of Clinical Practice as per the context provided, indicating a more general classification.",1.0,
318,hierarchy,Cerebrovascular Autoregulation,subClassOf,Condition,[inferred] Cerebrovascular Autoregulation is a subclass of Condition (deterministic hierarchy checklist).,reject,,,,,Cerebrovascular Autoregulation is not a subclass of Condition; it is a physiological mechanism rather than a medical condition.,0.9,,,
319,hierarchy,Haematocrit,subClassOf,Haematology,the physiological vital functions are extensively monitored.,revise,4.9,Haematocrit,subClassOf,Laboratory Values,"Haematocrit is a subclass of Laboratory Values, specifically under Haematology; the relation should be subClassOf instead of subClassOf.",0.85,"Haematocrit is a subclass of Laboratory Values, specifically under Haematology, so relation should be subClassOf.",1.0,
320,hierarchy,TCD,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,revise,4.4,TCD,isATypeOf,Optional Monitoring Parameter,"The relation 'subClassOf' should be 'isATypeOf' as TCD is a specific type of Optional Monitoring Parameter, not a subclass of it.",0.9,"The relation should be isATypeOf as TCD is a specific type of Optional Monitoring Parameter, not a subclass of it.",1.0,
321,hierarchy,Optional Monitoring Parameter,subClassOf,Monitoring Data,the physiological vital functions are extensively monitored.,revise,4.9,Monitoring Data,subClassOf,Optional Monitoring Parameter,The relation 'subClassOf' is incorrect; 'Optional Monitoring Parameter' should be a subclass of 'Monitoring Data' instead of the other way around.,0.9,The relation 'subClassOf' should be reversed as 'Optional Monitoring Parameter' is a specific type of 'Monitoring Data'.,1.0,
322,hierarchy,ICP,subClassOf,Core Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,ICP is a subclass of Core Monitoring Parameter as it is a critical parameter in neurological assessments and fits the defined hierarchy.,0.95,,,
323,hierarchy,Removal of Foreign Body,subClassOf,Surgical Procedure,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Removal of Foreign Body is a subclass of Surgical Procedure, which is directly supported by the definitions provided in the domain context.",1.0,,,
324,hierarchy,Peripheral Temperature,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Peripheral Temperature is a valid subclass of Optional Monitoring Parameter, confirming the subclass relationship.",0.95,,,
325,hierarchy,Sodium,subClassOf,Biochemistry,the physiological vital functions are extensively monitored.,revise,4.9,Sodium,subClassOf,Biochemistry,Sodium is a valid subclass of Biochemistry as it is an analyte within the biochemistry panel; the relation should be subClassOf.,0.9,"Sodium→Biochemistry is the analyte→panel subclass pattern in the preamble, so relation should be subClassOf.",1.0,
326,hierarchy,Fluids,subClassOf,Baseline Therapy,the physiological vital functions are extensively monitored.,revise,4.9,Baseline Therapy,subClassOf,Fluids,"Fluids should be a subclass of Baseline Therapy, not the other way around; the relation should be subClassOf.",0.9,"Fluids is a subclass of Baseline Therapy according to the domain context, so the relation should be subClassOf.",1.0,
327,hierarchy,Extra Ventricular Drain Placement,subClassOf,Surgical Procedure,the physiological vital functions are extensively monitored.,revise,4.9,Extra Ventricular Drain Placement,subClassOf,Surgical Procedure,Extra Ventricular Drain Placement should be a subclass of Surgical Procedure; the relation should be subClassOf instead of a direct relationship.,0.9,"Extra Ventricular Drain Placement should be a subclass of Surgical Procedure, as per the domain context hierarchy.",1.0,
328,hierarchy,EtCO2,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,revise,4.1,EtCO2,subClassOf,Monitoring Data,"EtCO2 should be classified as a subclass of Monitoring Data, not as a subclass of Optional Monitoring Parameter, as it is a specific monitoring parameter.",0.9,"EtCO2 should be classified as a subclass of Monitoring Data, reflecting its specific nature as a monitoring parameter.",1.0,
329,hierarchy,Sjo2,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,revise,4.9,Sjo2,subClassOf,Physiological Data,"Sjo2 is a subclass of Physiological Data, not Optional Monitoring Parameter; relation should be subClassOf instead of subClassOf.",0.9,"Sjo2 is a subclass of Physiological Data according to the domain context, so relation should be subClassOf.",1.0,
330,hierarchy,Blood Gases,subClassOf,Laboratory Values,the physiological vital functions are extensively monitored.,revise,4.9,Blood Gases,subClassOf,Laboratory Values,"Blood Gases should be subClassOf Laboratory Values as analytes are subclasses of their respective panels, not a direct subclass relationship.",0.85,"Blood Gases should be subClassOf Laboratory Values as analytes are subclasses of their respective panels, per the preamble.",1.0,
331,hierarchy,Haemoglobin,subClassOf,Haematology,the physiological vital functions are extensively monitored.,revise,4.9,Haemoglobin,subClassOf,Laboratory Values,"Haemoglobin is a valid subclass of Laboratory Values, which is a panel; the relation should be subClassOf instead of subClassOf.",0.9,Haemoglobin is an analyte and should be a subclass of Laboratory Values as per the preamble's subclass pattern.,1.0,
332,hierarchy,Glucose,subClassOf,Biochemistry,the physiological vital functions are extensively monitored.,revise,4.9,Glucose,subClassOf,Laboratory Values,"Glucose is a valid subclass of Laboratory Values, specifically under Biochemistry, thus the relation should be subClassOf instead of subClassOf.",0.85,"Glucose is a valid subclass of Laboratory Values as per the preamble, thus the relation should be subClassOf.",1.0,
333,hierarchy,Anterior Fossa Repair,subClassOf,Surgical Procedure,the physiological vital functions are extensively monitored.,accept_direct,,,,,Anterior Fossa Repair is a subclass of Surgical Procedure as it is a specific type of neurosurgical procedure performed in the ICU.,0.95,,,
334,hierarchy,Secondary Insult Treatment,subClassOf,Secondary Insult Therapy,the physiological vital functions are extensively monitored.,accept_direct,,,,,The triple 'Secondary Insult Treatment subClassOf Secondary Insult Therapy' is semantically correct as it directly reflects the subclass relationship defined in the ontology.,0.95,,,
335,hierarchy,NIBP,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,"NIBP is a subclass of Optional Monitoring Parameter, which is a valid hierarchical relationship in the BrainIT ontology.",1.0,,,
336,hierarchy,Hypotension,subClassOf,Condition,the physiological vital functions are extensively monitored.,reject,,,,,"Hypotension is not a subclass of Condition; the definition incorrectly describes it as a type of stroke, which it is not.",0.9,,,
337,hierarchy,Haematology,subClassOf,Laboratory Values,the physiological vital functions are extensively monitored.,revise,4.9,Laboratory Values,subClassOf,Haematology,Haematology should be a subclass of Laboratory Values as it represents a specific category of routine laboratory tests; relation should be subClassOf.,0.9,"Laboratory Values should be a subclass of Haematology as it represents a category of routine laboratory tests, following the subclass pattern in the preamble.",0.9,
338,hierarchy,Sedation,subClassOf,Baseline Therapy,the physiological vital functions are extensively monitored.,revise,4.9,Sedation,subClassOf,Baseline Therapy,The triple should be 'Sedation subClassOf Baseline Therapy' as Sedation is a subclass of the broader category of Baseline Therapy in the neurointensive care context.,0.9,"Sedation is a subclass of the broader category Baseline Therapy in the neurointensive care context, as per the domain conventions.",1.0,
339,hierarchy,CT Scan Assessment,subClassOf,Clinical Assessment,the physiological vital functions are extensively monitored.,accept_direct,,,,,CT Scan Assessment is a subclass of Clinical Assessment as defined in the domain context.,0.95,,,
340,hierarchy,Hypotension,subClassOf,Septic Shock,Duration of hypotension before initiation of effective antimicrobial therapy is the critical determinant of survival in human septic shock.,reject,,,,,Hypotension and Septic Shock are not in a subclass relationship; they are distinct conditions with different clinical implications.,0.85,,,
341,hierarchy,Hypoperfusion,subClassOf,Cerebrovascular Autoregulation,secondary ischemic damage from associated hypoperfusion.,reject,,,,,Hypoperfusion is not a subclass of Cerebrovascular Autoregulation; they are distinct concepts with no hierarchical relationship.,0.9,,,
342,hierarchy,Cardiac Output,subClassOf,Optional Monitoring Parameter,Domain-scope scaffolding: Cardiac Output is a known subclass of Optional Monitoring Parameter in the BrainIT domain.,accept_direct,,,,,"Cardiac Output is a known subclass of Optional Monitoring Parameter in the BrainIT domain, confirming the direct subclass relationship.",1.0,,,
343,hierarchy,Nutrition,subClassOf,Baseline Therapy,Domain-scope scaffolding: Nutrition is a known subclass of Baseline Therapy in the BrainIT domain.,accept_direct,,,,,"Nutrition is a known subclass of Baseline Therapy in the BrainIT domain, confirming the direct subclass relationship.",0.95,,,
344,hierarchy,Pupil Assessment,subClassOf,Clinical Assessment,Domain-scope scaffolding: Pupil Assessment is a known subclass of Clinical Assessment in the BrainIT domain.,accept_direct,,,,,"Pupil Assessment is a known subclass of Clinical Assessment in the BrainIT domain, as stated in the evidence.",1.0,,,
345,hierarchy,Potassium,subClassOf,Biochemistry,Domain-scope scaffolding: Potassium is a known subclass of Biochemistry in the BrainIT domain.,revise,4.9,Potassium,subClassOf,Biochemistry,Potassium is a known subclass of Biochemistry; the relation should be subClassOf instead of subClassOf as it indicates a hierarchy relationship.,0.7,"Potassium is a known subclass of Biochemistry, so the relation should be subClassOf to reflect the hierarchy.",1.0,low_evidence
346,hierarchy,Possible Error,subClassOf,Data Quality Assessment,Domain-scope scaffolding: Possible Error is a known subclass of Data Quality Assessment in the BrainIT domain.,accept_direct,,,,,"Possible Error is a known subclass of Data Quality Assessment in the BrainIT domain, confirming the hierarchy relationship.",1.0,,,
347,hierarchy,Hypertension,subClassOf,Condition,Schema-inferred: Hypertension is a subclass of Condition.,reject,,,,,"Hypertension is not a subclass of Condition; the definition incorrectly describes it as a type of stroke, which is not accurate.",0.9,,,
348,hierarchy,Biochemistry,subClassOf,Laboratory Values,Schema-inferred: Biochemistry is a subclass of Laboratory Values.,revise,4.9,Laboratory Values,subClassOf,Biochemistry,"Biochemistry is a valid subclass of Laboratory Values, indicating a subclass relationship; the relation should be subClassOf instead of subClassOf.",0.9,"Laboratory Values is a superclass for the analytes in Biochemistry, so the relation should be subClassOf.",0.9,
349,hierarchy,Arterial Pressors,subClassOf,Secondary Insult Therapy,Schema-inferred: Arterial Pressors is a subclass of Secondary Insult Therapy.,accept_direct,,,,,"Arterial Pressors is a subclass of Secondary Insult Therapy, which is a valid hierarchy relationship in the neurointensive care domain.",1.0,,,
350,hierarchy,Secondary Insult Therapy,subClassOf,Therapy,Schema-inferred: Secondary Insult Therapy is a subclass of Therapy.,accept_direct,,,,,The triple 'Secondary Insult Therapy subClassOf Therapy' is semantically correct as it directly aligns with the defined hierarchy in the BrainIT ontology.,1.0,,,
351,hierarchy,Intracranial Hypertension,subClassOf,Secondary Insult,Schema-inferred: Intracranial Hypertension is a subclass of Secondary Insult.,accept_direct,,,,,"Intracranial Hypertension is a subclass of Secondary Insult, which aligns with the definitions provided in the domain context.",0.95,,,
352,hierarchy,Jugular Venous Desaturation,subClassOf,Secondary Insult,Schema-inferred: Jugular Venous Desaturation is a subclass of Secondary Insult.,accept_direct,,,,,"Jugular Venous Desaturation is a subclass of Secondary Insult, which is supported by the provided definition and aligns with the neurointensive care context.",0.95,,,
353,hierarchy,GOSe Outcome,subClassOf,Outcome,Schema-inferred: GOSe Outcome is a subclass of Outcome.,accept_direct,,,,,"GOSe Outcome is a subclass of Outcome, which is directly supported by the domain context.",1.0,,,
354,hierarchy,CVP,subClassOf,Optional Monitoring Parameter,Schema-inferred: Central Venous Pressure is a subclass of Optional Monitoring Parameter.,revise,4.1,CVP,subClassOf,Physiological Data,"CVP is a physiological parameter that should be classified as a subclass of Physiological Data, not Optional Monitoring Parameter; relation should be subClassOf.",0.9,"CVP should be classified as a subclass of Physiological Data, as it is a physiological parameter.",1.0,
355,hierarchy,Acute Respiratory Distress Syndrome,subClassOf,Secondary Insult,Schema-inferred: Acute Respiratory Distress Syndrome is a subclass of Secondary Insult.,reject,,,,,"Acute Respiratory Distress Syndrome is not a subclass of Secondary Insult; they are distinct conditions, and the relationship does not hold.",0.9,,,
356,hierarchy,Traumatic Brain Injury,subClassOf,Brain Injury,Traumatic brain injury (TBI) is a leading cause of death and long-term disability worldwide.,accept_direct,,,,,"Traumatic Brain Injury is a subclass of Brain Injury, which is consistent with the definitions provided.",1.0,,,
357,hierarchy,Condition,subClassOf,Mortality,"Clinical management of this population is focused on minimising tivity, disease severity and mortality is related to the partial pressure of any secondary injury, such as ischemia or raised intracranial pressure brain tissue oxygen (PbtO2) .",reject,,,,,"Condition and Mortality are not hierarchically related; mortality is an outcome, not a subclass of condition.",0.9,,,
358,hierarchy,Arterial Hypotension,subClassOf,Secondary Insult,[inferred] Arterial Hypotension is a subclass of Secondary Insult (deterministic hierarchy checklist).,accept_direct,,,,,"Arterial Hypotension is a subclass of Secondary Insult, which aligns with the definitions provided in the domain context.",0.95,,,
359,hierarchy,Brain Injury,subClassOf,Condition,[inferred] Chain-of-Layer: Brain Injury is organized under Condition,reject,,,,,The triple incorrectly states that 'Brain Injury' is a subclass of 'Condition'; 'Condition' is a generic superclass and does not directly classify 'Brain Injury'.,0.9,,,
360,hierarchy,Secondary Brain Injury,subClassOf,Brain Injury,[inferred] Chain-of-Layer: Secondary Brain Injury is organized under Brain Injury,accept_direct,,,,,Secondary Brain Injury is a subclass of Brain Injury as per the defined hierarchy in the domain context.,1.0,,,
361,hierarchy,Cerebrovascular Autoregulation,subClassOf,Secondary Insult,[inferred] Chain-of-Layer: Cerebrovascular Autoregulation is organized under Secondary Insult,revise,4.1,Cerebrovascular Autoregulation,subClassOf,Insult,"Cerebrovascular Autoregulation should be a subclass of Insult, not Secondary Insult, as it represents a physiological mechanism rather than an additional injury.",0.85,"Cerebrovascular Autoregulation should be a subclass of Insult as it represents a physiological mechanism, not an additional injury.",0.9,
362,hierarchy,Adverse Event,subClassOf,Condition,[inferred] Chain-of-Layer: Adverse Event is organized under Condition,reject,,,,,"Adverse Event is not a subclass of Condition; it is a specific occurrence related to medical interventions, not a type of medical condition.",0.95,,,
363,hierarchy,Heart Rate,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Heart Rate is organized under Physiological Data,accept_direct,,,,,"Heart Rate is a subclass of Physiological Data as per the domain context, confirming the hierarchy relationship directly.",1.0,,,
364,hierarchy,Mean Arterial Pressure (MAP),subClassOf,Physiological Data,[inferred] Chain-of-Layer: Mean Arterial Pressure (MAP) is organized under Physiological Data,accept_direct,,,,,Mean Arterial Pressure (MAP) is a subclass of Physiological Data as it reflects physiological parameters of a patient directly.,0.95,,,
365,hierarchy,ICP,subClassOf,Physiological Data,[inferred] Chain-of-Layer: ICP is organized under Physiological Data,accept_direct,,,,,ICP is a subclass of Physiological Data as it reflects a physiological parameter of a patient directly.,0.95,,,
366,hierarchy,CPP,subClassOf,Physiological Data,[inferred] Chain-of-Layer: CPP is organized under Physiological Data,accept_direct,,,,,CPP is a subclass of Physiological Data as it reflects a physiological parameter relevant to TBI patients.,0.9,,,
367,hierarchy,Carbon Dioxide,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Carbon Dioxide is organized under Physiological Data,revise,4.9,Carbon Dioxide,subClassOf,Physiological Data,"Carbon Dioxide should be subClassOf Physiological Data as it reflects a physiological parameter, aligning with the subclass pattern in the preamble.",0.9,"The relation should be subClassOf as Carbon Dioxide is a physiological parameter, aligning with the subclass pattern in the preamble.",1.0,
368,hierarchy,Pbro2,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Pbro2 is organized under Physiological Data,revise,4.9,Pbro2,subClassOf,Physiological Data,"Pbro2 is a specific parameter that should be classified as a subclass of Physiological Data, not as a direct subclass relationship; the relation should be subClassOf.",0.9,"Pbro2 is a specific parameter that should be classified as a subclass of Physiological Data, aligning with the hierarchy structure.",1.0,
369,hierarchy,Partial Pressure of Brain Tissue Oxygen,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Partial Pressure of Brain Tissue Oxygen is organized under Physiological Data,accept_direct,,,,,"Partial Pressure of Brain Tissue Oxygen is a subclass of Physiological Data as it reflects a physiological parameter of a patient, aligning with the hierarchy in the domain context.",0.95,,,
370,hierarchy,Partial Pressure of Carbon Dioxide,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Partial Pressure of Carbon Dioxide is organized under Physiological Data,accept_direct,,,,,"Partial Pressure of Carbon Dioxide is a subclass of Physiological Data, as stated in the domain context.",0.95,,,
371,hierarchy,Hypothermia Therapy,subClassOf,Baseline Therapy,[inferred] Chain-of-Layer: Hypothermia Therapy is organized under Therapy,revise,4.4,Hypothermia Therapy,receivesTherapy,Baseline Therapy,"Hypothermia Therapy is a subclass of Therapy, but the definition of Baseline Therapy is incorrect; it should not define a state of carbon dioxide levels.",0.8,"The relation should be receivesTherapy as Hypothermia Therapy is a treatment type under Baseline Therapy, not a subclass.",0.9,
372,hierarchy,Patient Interventions,subClassOf,Therapy,[inferred] Chain-of-Layer: Patient Interventions is organized under Therapy,accept_direct,,,,,"Patient Interventions is a subclass of Therapy, as stated in the preamble, making the hierarchy relationship valid.",1.0,,,
373,hierarchy,Guideline Adherence,subClassOf,Clinical Practice,[inferred] Chain-of-Layer: Guideline Adherence is organized under Clinical Practice,accept_direct,,,,,"Guideline Adherence is a subclass of Clinical Practice, which is directly supported by the domain context.",1.0,,,
374,hierarchy,Clinical Reminders,subClassOf,Clinical Practice,[inferred] Chain-of-Layer: Clinical Reminders is organized under Clinical Practice,accept_direct,,,,,Clinical Reminders is a subclass of Clinical Practice as per the hierarchy established in the ontology.,1.0,,,
375,hierarchy,Outcome Score,subClassOf,Outcome,[inferred] Chain-of-Layer: Outcome Score is organized under Outcome,accept_direct,,,,,"Outcome Score is a subclass of Outcome, which is directly supported by the provided evidence.",0.9,,,
376,hierarchy,Mortality,subClassOf,Outcome,[inferred] Mortality is a subclass of Outcome (deterministic hierarchy checklist).,accept_direct,,,,,"Mortality is a subclass of Outcome, which is a direct hierarchical relationship.",1.0,,,
377,hierarchy,Pressure Reactivity Index (PRx),subClassOf,Derived Parameter,derived index reflecting cerebrovascular pressure reactivity,accept_direct,,,,,Pressure Reactivity Index (PRx) is a subclass of Derived Parameter as it is a specific type of monitoring parameter computed from other measured parameters.,0.95,,,
