triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
394,hierarchy,Hypotension,subClassOf,Secondary Insult,Hypotension is a recognized secondary insult after traumatic brain injury (TBI).,accept_direct,,,,,Hypotension is a recognized subclass of Secondary Insult in the context of neurointensive care.,0.9,,,
395,hierarchy,Steroids,subClassOf,Secondary Insult Therapy,Domain-scope scaffolding: Steroids is a known subclass of Secondary Insult Therapy in the BrainIT domain.,accept_direct,,,,,Steroids is a recognized subclass of Secondary Insult Therapy in the BrainIT domain.,0.9,,,
396,hierarchy,Arterial Hypotension,subClassOf,Systemic Hypotension,Schema-inferred: Arterial Hypotension is a subclass of Systemic Hypotension.,reject,,,,,Arterial Hypotension is not a subclass of Systemic Hypotension; they are distinct conditions.,0.9,,,
397,hierarchy,Pbro2,subClassOf,Optional Monitoring Parameter,Schema-inferred: Brain Tissue Oxygen is a subclass of Optional Monitoring Parameter.,accept_direct,,,,,PbrO2 is correctly classified as a subclass of Optional Monitoring Parameter.,0.9,,,
398,hierarchy,Electrocardiogram (ECG),subClassOf,Monitoring Data,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",accept_direct,,,,,"Electrocardiogram (ECG) is a subclass of Monitoring Data, aligning with the established ontology hierarchy.",0.95,,,
399,hierarchy,Respiration Rate,subClassOf,Core Monitoring Parameter,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",accept_direct,,,,,"Respiration Rate is a subclass of Core Monitoring Parameter, aligning with the established ontology.",0.9,,,
400,hierarchy,Mean Arterial Pressure (MAP),subClassOf,Monitoring Data,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",accept_direct,,,,,"Mean Arterial Pressure (MAP) is a subclass of Monitoring Data, which is semantically correct.",0.9,,,
401,hierarchy,Sao2,subClassOf,Monitoring Data,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",accept_direct,,,,,SaO2 is a subclass of Monitoring Data as it pertains to physiological monitoring parameters.,0.9,,,
402,hierarchy,Temperature,subClassOf,Core Monitoring Parameter,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",accept_direct,,,,,Temperature is a subclass of Core Monitoring Parameter as it is a physiological parameter used for monitoring.,0.95,,,
403,hierarchy,Reading,subClassOf,Observation,define pd:Reading as a subclass of ssn:ObservationValue,accept_direct,,,,,The triple correctly represents that Reading is a subclass of Observation based on the definitions provided.,0.9,,,
404,hierarchy,Parameter,subClassOf,Observation,pd:Parameter (representing things that were recorded) as a subclass of ssn:Property,accept_direct,,,,,The triple correctly represents Parameter as a subclass of Observation based on the definitions provided.,0.9,,,
405,hierarchy,Machine,subClassOf,Sensor,defined mms:Machine as a subclass of ssn:Platform,reject,,,,,"The relationship 'Machine subClassOf Sensor' is not supported by the provided definitions, as 'Machine' is defined as a subclass of 'Platform'.",0.85,,,
406,hierarchy,Sao2,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Sao2 is organized under Core Monitoring Parameter,accept_direct,,,,,Sao2 is a recognized subclass of Core Monitoring Parameter in neurointensive care.,0.9,,,
407,hierarchy,CPP,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Cerebral Perfusion Pressure (CPP) is organized under Core Monitoring Parameter,accept_direct,,,,,"CPP is a subclass of Core Monitoring Parameter, aligning with the established ontology structure.",0.95,,,
408,hierarchy,CVP,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: CVP is organized under Core Monitoring Parameter,accept_direct,,,,,CVP is correctly classified as a subclass of Core Monitoring Parameter based on the established ontology.,0.9,,,
409,hierarchy,Head Injury,subClassOf,Brain Injury,[inferred] Chain-of-Layer: Head Injury is organized under Brain Injury,accept_direct,,,,,Head Injury is a valid subclass of Brain Injury.,0.95,,,
410,hierarchy,Neurological Injury,subClassOf,Brain Injury,[inferred] Chain-of-Layer: Neurological Injury is organized under Brain Injury,accept_direct,,,,,Neurological Injury is a valid subclass of Brain Injury.,0.95,,,
411,hierarchy,Coma,subClassOf,Brain Injury,[inferred] Chain-of-Layer: Coma is organized under Brain Injury,accept_direct,,,,,Coma is a recognized subclass of Brain Injury in the neurointensive care context.,0.9,,,
412,hierarchy,Hypertension,subClassOf,Secondary Insult,[inferred] Chain-of-Layer: Hypertension is organized under Secondary Insult,reject,,,,,Hypertension is not a subclass of Secondary Insult; it is a condition that can be a secondary insult but not classified as such.,0.9,,,
413,hierarchy,Respiratory Distress Syndrome,subClassOf,Secondary Insult,[inferred] Chain-of-Layer: Respiratory Distress Syndrome is organized under Secondary Insult,reject,,,,,Respiratory Distress Syndrome is not a subclass of Secondary Insult; it is a distinct condition.,0.85,,,
414,hierarchy,Sepsis,subClassOf,Secondary Insult,[inferred] Chain-of-Layer: Sepsis is organized under Secondary Insult,accept_direct,,,,,Sepsis is a recognized subclass of Secondary Insult in the context of neurointensive care.,0.9,,,
415,hierarchy,Adrenaline,subClassOf,Therapy,[inferred] Chain-of-Layer: Adrenaline is organized under Therapy,accept_direct,,,,,"Adrenaline is a recognized therapy used in medical treatments, aligning with the class definition.",0.9,,,
416,hierarchy,Noradrenaline,subClassOf,Therapy,[inferred] Chain-of-Layer: Noradrenaline is organized under Therapy,accept_direct,,,,,Noradrenaline is a valid subclass of Therapy as it is used to increase blood pressure in medical treatments.,0.9,,,
417,hierarchy,Derived Parameter,subClassOf,Monitoring Data,[inferred] Derived Parameter is a subclass of Monitoring Data.,accept_direct,,,,,Derived Parameter is correctly classified as a subclass of Monitoring Data.,0.95,,,
418,hierarchy,Probable Error,subClassOf,Data Quality Assessment,a reading outside its acceptable range with no contextual clinical explanation,accept_direct,,,,,"Probable Error is a subclass of Data Quality Assessment, aligning with the hierarchy relationship.",0.95,,,
419,hierarchy,Bedside Intervention,subClassOf,Nursing Intervention,"Line insertion/renewal, transducer calibration, x-ray",accept_direct,,,,,"Bedside Intervention is a specific type of Nursing Intervention, making the subclass relationship valid.",0.9,,,
420,hierarchy,CPP,subClassOf,Parameter,Cerebral perfusion pressure (CPP 1/4 Blood Pressure (BP)-ICP) monitoring is a good example.,accept_direct,,,,,"CPP is a subclass of Parameter, aligning with the hierarchy definition.",0.95,,,
421,hierarchy,Brain Temperature,subClassOf,Optional Monitoring Parameter,Domain-scope scaffolding: Brain Temperature is a known subclass of Optional Monitoring Parameter in the BrainIT domain.,accept_direct,,,,,Brain Temperature is correctly classified as a subclass of Optional Monitoring Parameter.,0.95,,,
422,hierarchy,Microdialysis,subClassOf,Optional Monitoring Parameter,Domain-scope scaffolding: Microdialysis is a known subclass of Optional Monitoring Parameter in the BrainIT domain.,accept_direct,,,,,Microdialysis is correctly classified as a subclass of Optional Monitoring Parameter.,0.95,,,
423,hierarchy,Evacuation of Mass Lesion,subClassOf,Surgical Procedure,Domain-scope scaffolding: Evacuation of Mass Lesion is a known subclass of Surgical Procedure in the BrainIT domain.,accept_direct,,,,,Evacuation of Mass Lesion is a known subclass of Surgical Procedure in the BrainIT domain.,0.95,,,
424,hierarchy,Adrenaline,subClassOf,Vasopressors,Schema-inferred: Adrenaline is a subclass of Vasopressors.,accept_direct,,,,,Adrenaline is clinically recognized as a subclass of vasopressors used in critical care.,0.9,,,
